Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Freddie Jacobson,86.0,59.03,2016,280.3,64.86,28.48,60.29,70.809,714,,3.0,0.478,0.047,-0.349,-0.129,0.046,"$1,354,196"
Martin Piller,59.0,58.97,2016,286.6,64.33,28.84,58.47,71.813,278,,2.0,0.562,-0.4,-0.253,-0.478,-0.231,"$570,740"
Sean O'Hair,89.0,58.84,2016,302.2,67.17,29.02,57.79,70.67699999999999,536,,1.0,0.20800000000000002,0.371,0.325,-0.187,0.024,"$1,702,713"
Rickie Fowler,80.0,58.69,2016,301.6,69.26,29.16,62.21,70.118,"1,131",,7.0,0.153,1.3780000000000001,0.529,0.308,0.387,"$2,713,563"
Brandt Snedeker,93.0,58.69,2016,292.6,65.67,28.66,62.73,70.203,"1,717",1.0,7.0,0.34299999999999997,0.86,0.032,0.17600000000000002,0.31,"$3,960,142"
Daniel Summerhays,99.0,58.65,2016,288.0,63.02,28.54,57.21,70.771,963,,2.0,0.5920000000000001,0.23600000000000002,-0.126,-0.257,0.027000000000000003,"$2,045,968"
Michael Kim,100.0,58.64,2016,284.3,62.96,28.54,61.25,71.203,500,,,0.27699999999999997,-0.08900000000000001,-0.151,-0.105,-0.11,"$664,539"
Brooks Koepka,75.0,58.6,2016,302.6,66.98,28.81,55.53,69.956,"1,348",,7.0,0.445,1.092,0.542,0.139,-0.033,"$3,322,393"
Steve Marino,72.0,58.46,2016,292.0,66.01,29.37,56.97,71.467,429,,2.0,0.045,-0.45799999999999996,0.11199999999999999,-0.34299999999999997,-0.272,"$768,200"
Jason Kokrak,89.0,58.41,2016,307.4,68.66,29.64,58.37,70.57,721,,2.0,-0.27,0.56,0.603,0.426,-0.19899999999999998,"$1,934,250"
Stewart Cink,61.0,58.4,2016,296.9,70.4,30.18,53.54,70.846,331,,,-0.39799999999999996,0.062,-0.049,0.49200000000000005,0.017,"$437,855"
Shawn Stefani,91.0,58.4,2016,292.1,66.48,29.59,60.57,71.28699999999999,459,,1.0,-0.336,-0.14400000000000002,0.003,0.073,0.11599999999999999,"$698,102"
Hiroshi Iwata,85.0,58.34,2016,288.8,59.5,28.34,59.34,71.693,339,,1.0,0.154,-0.621,-0.127,-0.606,-0.042,"$634,862"
Jordan Spieth,80.0,58.14,2016,295.4,63.52,27.82,63.93,69.52,"1,965",2.0,6.0,0.758,1.569,0.402,0.145,0.264,"$5,538,470"
Ãngel Cabrera,62.0,58.06,2016,294.6,63.08,29.66,55.1,72.175,187,,,-0.35200000000000004,-1.061,0.085,-0.254,-0.54,"$277,118"
Brendon Todd,66.0,58.02,2016,280.1,54.23,27.86,61.46,72.72800000000001,60,,,0.462,-1.5930000000000002,-1.043,-1.4240000000000002,0.41200000000000003,"$75,772"
Tyler Aldridge,83.0,57.95,2016,285.2,65.54,29.43,57.96,71.41199999999999,384,,,-0.129,-0.24,-0.115,-0.031,0.036000000000000004,"$517,738"
Justin Rose,65.0,57.9,2016,303.9,67.92,29.58,58.1,70.148,829,,5.0,-0.19699999999999998,1.128,0.6779999999999999,0.409,0.237,"$2,085,365"
Ryan Palmer,86.0,57.88,2016,304.7,67.83,28.92,57.63,70.229,731,,2.0,-0.094,0.774,0.625,0.23399999999999999,0.009000000000000001,"$1,794,141"
Morgan Hoffmann,71.0,57.8,2016,294.4,63.27,28.94,58.24,71.372,424,,1.0,0.20800000000000002,-0.11599999999999999,-0.07,-0.192,-0.062,"$717,890"
Jonas Blixt,79.0,57.79,2016,290.3,60.96,27.99,61.05,71.19,572,,2.0,0.52,-0.10099999999999999,-0.287,-0.361,0.026000000000000002,"$1,115,322"
Patrick Rodgers,89.0,57.74,2016,300.5,69.22,29.75,58.17,70.833,739,,3.0,-0.193,0.311,0.35600000000000004,-0.009000000000000001,0.157,"$1,290,336"
Matt Jones,83.0,57.55,2016,294.8,63.96,29.11,56.26,71.223,445,,,-0.306,-0.376,0.013000000000000001,-0.272,0.188,"$712,723"
Robert Streb,87.0,57.48,2016,294.7,66.2,29.9,55.77,71.223,590,,1.0,-0.43200000000000005,0.122,0.062,0.27899999999999997,0.213,"$1,003,363"
Chad Collins,73.0,57.41,2016,279.3,62.4,28.81,60.53,71.532,402,,1.0,-0.004,-0.452,-0.629,-0.226,0.40700000000000003,"$734,548"
Jamie Lovemark,91.0,57.32,2016,304.8,65.32,28.9,61.44,70.896,904,,5.0,0.142,0.46299999999999997,0.532,-0.49700000000000005,0.28600000000000003,"$1,940,890"
Bronson Burgoon,83.0,57.3,2016,293.1,66.24,29.3,58.33,71.132,428,,,0.015,-0.20199999999999999,0.073,0.127,-0.41700000000000004,"$557,020"
Nick Taylor,83.0,57.21,2016,296.2,65.82,29.0,59.26,71.281,441,,1.0,-0.154,-0.068,0.149,0.06,-0.12300000000000001,"$628,756"
Dustin Johnson,87.0,57.17,2016,313.6,67.82,28.49,59.58,69.172,"2,701",2.0,12.0,0.32799999999999996,1.993,1.117,0.47700000000000004,0.07,"$9,365,185"
Hunter Mahan,61.0,57.13,2016,294.8,62.75,29.16,55.26,72.105,174,,,0.29100000000000004,-0.773,0.034,-0.787,-0.311,"$230,694"
Scott Stallings,74.0,56.95,2016,295.5,66.11,29.11,58.08,70.96600000000001,443,,1.0,-0.29100000000000004,0.158,0.225,0.201,0.023,"$697,434"
Dawie van der Walt,72.0,56.89,2016,290.2,66.75,29.49,52.03,71.376,239,,,-0.061,-0.27399999999999997,-0.013000000000000001,0.21,-0.41,"$301,697"
Charl Schwartzel,73.0,56.86,2016,296.7,68.73,29.34,59.64,70.00399999999999,"1,127",1.0,3.0,-0.13699999999999998,1.043,0.304,0.652,0.22399999999999998,"$2,936,027"
Vijay Singh,72.0,56.73,2016,289.8,62.73,29.01,56.52,71.057,586,,2.0,-0.09300000000000001,0.128,0.023,-0.01,0.209,"$1,210,104"
Luke Donald,81.0,56.69,2016,282.9,64.61,28.95,64.15,70.918,849,,2.0,0.14800000000000002,0.37799999999999995,-0.665,0.465,0.429,"$1,634,515"
Gary Woodland,95.0,56.69,2016,306.1,68.74,29.26,60.16,70.234,907,,2.0,-0.13,0.968,0.547,0.46299999999999997,0.08800000000000001,"$2,392,044"
Daniel Berger,92.0,56.68,2016,298.4,67.67,29.08,56.95,70.339,"1,254",1.0,5.0,0.175,0.893,0.32899999999999996,0.49,-0.1,"$3,290,764"
Chesson Hadley,81.0,56.58,2016,296.5,65.26,29.25,54.05,71.541,293,,,-0.165,-0.213,-0.038,0.133,-0.142,"$503,993"
Jhonattan Vegas,97.0,56.57,2016,304.4,69.71,29.68,58.97,70.903,"1,119",1.0,5.0,0.098,0.604,0.478,0.15,-0.12300000000000001,"$2,478,980"
Retief Goosen,55.0,56.4,2016,288.8,62.73,28.44,60.16,70.581,380,,,0.462,0.613,-0.385,0.08,0.457,"$745,735"
Anirban Lahiri,72.0,56.31,2016,291.7,62.88,28.88,56.4,71.139,494,,1.0,-0.02,0.068,0.025,0.14300000000000002,-0.08,"$835,171"
Patrick Reed,105.0,55.96,2016,297.4,64.65,28.4,63.97,70.17,"1,575",,9.0,0.28,1.026,0.183,0.158,0.406,"$5,679,575"
Tom Hoge,81.0,55.81,2016,289.5,62.48,28.83,58.46,71.444,349,,2.0,-0.069,-0.32299999999999995,-0.315,0.23600000000000002,-0.175,"$561,559"
Adam Scott,79.0,55.55,2016,304.6,70.76,29.5,59.5,69.47,"2,063",2.0,5.0,-0.168,1.8940000000000001,0.522,1.4909999999999999,0.049,"$6,473,090"
Luke Guthrie,57.0,55.53,2016,289.3,63.13,28.29,60.55,71.416,234,,1.0,0.40399999999999997,-0.444,-0.8190000000000001,-0.075,0.046,"$427,442"
Aaron Baddeley,93.0,55.42,2016,291.7,63.11,28.06,64.3,70.888,874,1.0,5.0,0.581,0.23399999999999999,-0.363,-0.382,0.39799999999999996,"$1,644,915"
Rob Oppenheim,67.0,55.28,2016,281.2,63.58,29.14,59.56,71.435,300,,1.0,-0.046,-0.322,-0.716,0.285,0.156,"$462,427"
Patton Kizzire,93.0,55.23,2016,291.3,64.48,28.88,56.24,70.921,760,,5.0,0.46,0.382,-0.34299999999999997,0.37,-0.105,"$1,468,624"
Branden Grace,63.0,55.14,2016,295.6,66.76,29.28,59.05,70.204,"1,187",1.0,6.0,-0.105,0.855,0.326,0.603,0.032,"$2,878,868"
Martin Laird,82.0,55.14,2016,298.5,67.66,29.31,58.37,70.867,605,,3.0,0.157,0.297,-0.213,0.297,0.057,"$1,224,680"
Bubba Watson,72.0,55.11,2016,310.6,69.16,29.78,52.74,70.333,"1,235",1.0,3.0,-0.36700000000000005,0.992,0.983,0.39299999999999996,-0.017,"$3,492,842"
Robert Allenby,51.0,55.06,2016,282.2,63.73,30.41,50.75,73.117,9,,,-0.491,-1.95,-0.631,-0.46,-0.368,"$25,271"
Harris English,97.0,55.01,2016,299.2,64.83,28.88,60.1,70.46300000000001,"1,032",,3.0,0.5920000000000001,0.574,-0.344,0.2,0.127,"$2,014,283"
Phil Mickelson,75.0,54.82,2016,294.8,66.05,28.21,64.32,69.582,"1,532",,6.0,0.565,1.364,-0.145,0.726,0.218,"$4,022,628"
Charley Hoffman,91.0,54.8,2016,298.2,64.58,29.17,57.75,70.658,"1,087",1.0,1.0,-0.036000000000000004,0.562,0.496,0.188,-0.085,"$2,350,239"
Andres Gonzales,80.0,54.55,2016,294.7,66.17,29.5,55.79,71.681,307,,1.0,0.008,-0.462,-0.222,-0.11199999999999999,-0.135,"$579,667"
Ricky Barnes,97.0,54.27,2016,287.6,65.77,28.52,59.86,70.78399999999999,718,,4.0,0.386,0.295,-0.518,0.19899999999999998,0.22699999999999998,"$1,158,800"
Justin Thomas,99.0,53.94,2016,301.3,65.63,29.28,55.56,70.571,"1,512",1.0,5.0,-0.185,0.32,0.028999999999999998,0.494,-0.017,"$4,126,366"
Robert Garrigus,69.0,53.91,2016,303.3,69.32,29.57,53.48,70.848,558,,3.0,-0.213,0.632,0.401,0.685,-0.242,"$1,024,900"
Erik Compton,65.0,53.64,2016,284.7,58.64,28.3,56.93,71.884,236,,,-0.019,-0.698,-0.354,-0.39299999999999996,0.067,"$247,903"
Ernie Els,66.0,52.93,2016,292.8,61.2,28.82,54.66,71.37100000000001,273,,1.0,0.405,-0.024,0.065,-0.48,-0.013999999999999999,"$559,024"
Smylie Kaufman,91.0,52.91,2016,299.0,66.29,29.18,54.87,71.015,"1,181",1.0,4.0,0.134,0.322,0.08199999999999999,0.065,0.040999999999999995,"$2,508,174"
Tyrone Van Aswegen,105.0,52.91,2016,288.0,64.81,29.15,60.84,71.189,550,,2.0,-0.078,-0.054000000000000006,-0.5,0.544,-0.019,"$1,025,632"
Carlos Ortiz,79.0,52.77,2016,298.9,64.44,29.47,50.0,71.906,238,,,-0.223,-0.701,-0.321,0.122,-0.278,"$263,466"
Charles Howell III,91.0,52.6,2016,303.4,68.01,29.08,60.88,70.418,931,,5.0,0.133,0.6729999999999999,0.131,0.08199999999999999,0.327,"$1,974,962"
Tony Finau,95.0,52.48,2016,312.2,65.09,29.2,57.96,70.797,864,1.0,2.0,-0.10800000000000001,0.11800000000000001,0.455,-0.174,-0.054000000000000006,"$1,814,790"
Rhein Gibson,58.0,52.45,2016,297.5,68.11,29.96,54.84,72.086,113,,,-0.266,-0.708,-0.067,0.0,-0.376,"$155,578"
Camilo Villegas,83.0,52.18,2016,287.0,62.1,28.81,59.55,71.44,313,,,0.203,-0.369,-0.764,0.08,0.113,"$450,056"
Derek Fathauer,94.0,52.02,2016,288.2,62.0,28.5,59.1,71.07300000000001,491,,1.0,0.353,-0.39899999999999997,-0.514,-0.22699999999999998,-0.012,"$898,430"
J.B. Holmes,77.0,51.68,2016,314.5,65.17,28.84,56.68,70.523,956,,5.0,-0.153,0.48100000000000004,0.633,-0.20800000000000002,0.209,"$2,969,608"
Luke List,79.0,50.98,2016,306.9,67.17,29.14,60.88,70.75399999999999,481,,2.0,-0.273,0.436,0.42700000000000005,0.278,0.004,"$751,001"
Jason Day,76.0,50.46,2016,304.2,67.23,28.06,61.92,69.313,"2,735",3.0,9.0,1.13,2.1180000000000003,0.18600000000000003,0.426,0.375,"$8,045,112"
Seung-Yul Noh,85.0,49.12,2016,295.3,64.54,28.9,57.25,71.061,454,,1.0,0.17600000000000002,0.026000000000000002,-0.637,0.114,0.374,"$661,711"
Jimmy Walker,85.0,48.31,2016,301.3,63.96,28.78,57.71,70.393,"1,352",1.0,4.0,0.243,0.892,-0.141,0.58,0.21,"$4,148,546"
Andrew Loupe,75.0,45.56,2016,309.3,63.41,28.63,52.83,71.423,535,,4.0,0.301,-0.115,0.038,-0.295,-0.158,"$1,075,276"
Steven Bowditch,71.0,43.02,2016,288.9,54.46,28.61,49.14,74.262,192,,1.0,0.131,-3.2089999999999996,-1.6159999999999999,-1.68,-0.044000000000000004,"$458,891"
Francesco Molinari,56.0,76.88,2015,281.6,71.07,29.94,58.33,70.458,558,,2.0,-0.255,0.604,0.324,0.5720000000000001,-0.037000000000000005,"$997,389"
David Toms,62.0,74.5,2015,270.0,64.66,28.74,63.96,71.092,383,,2.0,-0.102,0.076,-0.040999999999999995,-0.027999999999999997,0.248,"$742,470"
Chez Reavie,56.0,71.89,2015,286.3,69.64,29.63,55.88,71.146,268,,,-0.262,0.08,0.384,0.298,-0.34,"$331,623"
Justin Leonard,61.0,71.7,2015,271.6,62.57,28.82,61.8,71.517,188,,,0.231,-0.313,-0.486,-0.22399999999999998,0.166,"$219,175"
Jason Bohn,95.0,71.58,2015,277.1,68.89,28.54,60.9,70.235,"1,037",,5.0,0.239,0.777,0.019,0.561,-0.042,"$2,337,580"
Steven Alker,62.0,71.41,2015,278.3,66.57,28.73,61.5,71.094,216,,,-0.146,0.017,-0.129,-0.114,0.406,"$236,862"
Colt Knost,90.0,71.24,2015,276.6,67.44,28.98,58.93,70.69800000000001,628,,4.0,0.348,0.196,-0.084,0.017,-0.085,"$1,066,553"
Zach Johnson,90.0,71.21,2015,282.6,68.58,28.78,60.98,69.753,"1,559",1.0,8.0,0.04,1.12,0.24,0.605,0.23600000000000002,"$4,801,487"
Jerry Kelly,79.0,70.45,2015,277.2,65.96,28.46,64.46,70.383,632,,3.0,0.25,0.436,0.073,-0.052000000000000005,0.166,"$1,336,607"
Brendon Todd,96.0,70.24,2015,276.4,65.47,28.39,62.63,70.533,831,,4.0,0.5820000000000001,0.83,-0.168,0.136,0.28,"$1,809,192"
Ryan Moore,81.0,70.05,2015,282.6,65.24,28.51,60.25,70.829,"1,208",1.0,4.0,0.16,0.578,0.071,0.24600000000000002,0.102,"$2,642,306"
Henrik Stenson,63.0,69.91,2015,296.4,73.52,29.87,62.24,69.354,952,,4.0,0.436,2.21,0.44799999999999995,1.244,0.08199999999999999,"$4,755,070"
Heath Slocum,57.0,69.51,2015,275.8,62.79,29.25,56.9,72.362,62,,,-0.594,-1.564,-0.22899999999999998,-0.759,0.018000000000000002,"$122,480"
John Huh,102.0,69.44,2015,279.8,64.85,28.71,62.6,71.03699999999999,565,,,0.27899999999999997,0.08800000000000001,-0.040999999999999995,-0.12,-0.03,"$678,556"
Brian Stuard,97.0,69.31,2015,276.5,63.2,28.57,60.23,71.34100000000001,447,,1.0,0.11599999999999999,-0.24,-0.10300000000000001,-0.2,-0.052000000000000005,"$687,109"
Spencer Levin,99.0,69.09,2015,283.7,68.27,29.6,59.75,70.837,496,,1.0,-0.065,0.07,0.204,0.18100000000000002,-0.25,"$836,698"
Jim Furyk,71.0,69.08,2015,281.9,69.79,29.39,62.93,69.845,"1,401",1.0,6.0,-0.024,1.6340000000000001,0.064,1.081,0.513,"$3,732,664"
Willy Wilcox,58.0,68.98,2015,296.6,72.53,29.46,62.55,69.804,649,,4.0,0.322,1.186,0.662,0.14400000000000002,0.057999999999999996,"$1,168,302"
Nicholas Thompson,90.0,68.7,2015,286.0,68.6,29.81,52.06,71.396,442,,1.0,-0.493,-0.7120000000000001,0.37,-0.139,-0.45,"$667,185"
Kevin Streelman,95.0,68.63,2015,289.5,68.99,29.65,58.66,71.282,771,,2.0,-0.21899999999999997,0.133,0.563,0.005,-0.21600000000000003,"$1,525,774"
Cameron Tringale,96.0,68.5,2015,281.8,64.58,29.0,62.09,70.92,816,,2.0,0.125,0.369,-0.07400000000000001,-0.054000000000000006,0.373,"$1,837,164"
John Merrick,78.0,68.32,2015,285.0,67.64,29.65,57.31,71.334,311,,,-0.775,-0.35600000000000004,0.055999999999999994,0.358,0.006,"$391,513"
Zac Blair,108.0,67.91,2015,273.1,65.54,28.68,64.81,70.714,538,,1.0,0.527,0.171,-0.299,-0.188,0.131,"$1,244,676"
Ken Duke,93.0,67.91,2015,278.1,64.17,29.01,58.71,71.306,493,,3.0,-0.222,-0.37799999999999995,0.067,0.025,-0.248,"$817,675"
William McGirt,103.0,67.87,2015,280.4,67.85,28.96,64.09,70.64699999999999,652,,1.0,0.06,0.455,0.087,0.06,0.248,"$1,004,696"
Webb Simpson,81.0,67.85,2015,289.4,67.81,29.35,64.38,70.31,953,,5.0,-0.6459999999999999,0.7,0.225,0.5820000000000001,0.539,"$2,046,260"
Jason Dufner,76.0,67.81,2015,286.7,69.03,29.6,55.28,70.633,546,,2.0,-0.7,0.222,0.242,0.39899999999999997,0.281,"$1,007,997"
Russell Knox,96.0,67.76,2015,284.4,70.83,29.56,59.92,70.421,914,,3.0,-0.021,0.8059999999999999,0.098,0.622,0.107,"$1,916,666"
Brian Davis,86.0,67.66,2015,275.5,62.26,28.51,60.68,71.656,387,,2.0,0.081,-0.512,-0.11900000000000001,-0.503,0.028999999999999998,"$656,534"
John Peterson,84.0,67.52,2015,288.1,68.32,29.21,63.47,70.735,588,,,-0.184,0.251,0.33299999999999996,0.276,-0.175,"$779,509"
Ben Crane,62.0,67.49,2015,271.0,63.22,28.95,61.98,71.975,182,,,0.201,-0.5579999999999999,-0.303,-0.486,0.03,"$203,254"
Jon Curran,83.0,67.46,2015,273.5,66.39,29.28,61.72,70.84899999999999,540,,5.0,-0.027999999999999997,-0.08800000000000001,-0.406,0.077,0.27,"$1,049,549"
Jim Herman,88.0,67.1,2015,293.8,73.23,30.22,58.02,70.719,610,,2.0,-0.03,0.376,0.467,0.285,-0.345,"$1,212,778"
Kevin Kisner,104.0,66.85,2015,287.8,66.24,28.72,62.66,70.344,"1,416",,6.0,0.24,0.628,0.316,0.141,-0.068,"$3,567,939"
Bryce Molder,91.0,66.8,2015,277.9,65.45,28.68,62.85,70.779,595,,2.0,0.508,0.18899999999999997,-0.294,-0.18100000000000002,0.156,"$1,165,547"
Jason Gore,76.0,66.67,2015,290.4,67.52,29.4,54.87,71.273,564,,2.0,-0.067,0.08900000000000001,0.284,0.266,-0.39299999999999996,"$1,101,246"
John Senden,80.0,66.6,2015,290.2,67.26,29.53,55.2,71.09,610,,3.0,-0.061,0.08199999999999999,0.331,-0.171,-0.017,"$1,422,033"
Mark Hubbard,79.0,66.32,2015,278.5,66.81,29.23,61.52,71.227,274,,,-0.102,-0.38299999999999995,-0.06,-0.35,0.128,"$293,980"
Billy Hurley III,83.0,65.91,2015,271.9,65.26,28.84,64.17,71.043,420,,1.0,0.311,-0.11199999999999999,-0.635,0.114,0.098,"$591,450"
Roberto Castro,54.0,65.76,2015,279.8,66.11,29.8,54.43,71.334,167,,,-0.732,-0.12,0.079,0.34700000000000003,0.187,"$179,723"
Chad Campbell,97.0,65.75,2015,285.2,68.61,29.41,59.31,70.604,670,,2.0,-0.045,0.43700000000000006,0.13,0.192,0.159,"$1,015,707"
Sung Joon Park,79.0,65.73,2015,283.7,64.72,29.23,64.42,71.469,426,,1.0,-0.42100000000000004,-0.588,0.10400000000000001,-0.326,0.055,"$597,103"
Pat Perez,96.0,65.7,2015,284.6,67.88,28.71,60.0,70.666,825,,2.0,0.364,0.586,-0.01,0.187,0.045,"$1,588,664"
Brendon de Jonge,106.0,65.69,2015,285.3,67.51,29.03,59.19,70.642,892,,3.0,-0.006999999999999999,0.312,0.276,0.196,-0.152,"$1,594,935"
Jonathan Byrd,69.0,65.6,2015,287.5,67.35,28.94,64.92,70.83,335,,,0.084,0.23199999999999998,-0.145,-0.303,0.596,"$446,732"
David Lingmerth,90.0,65.51,2015,289.5,64.94,28.66,61.27,70.8,"1,305",1.0,4.0,0.039,0.405,0.379,0.013000000000000001,-0.025,"$2,736,378"
Graham DeLaet,65.0,65.46,2015,298.7,69.15,29.26,57.34,70.72,545,,3.0,-0.012,0.287,0.027000000000000003,0.32799999999999996,-0.055999999999999994,"$988,349"
Adam Hadwin,95.0,65.43,2015,288.2,66.55,29.15,58.39,71.021,584,,3.0,0.235,0.183,0.08800000000000001,-0.183,0.044000000000000004,"$937,611"
Hideki Matsuyama,95.0,65.25,2015,294.5,69.2,28.79,61.92,69.94,"1,374",,8.0,0.076,1.464,0.496,0.637,0.254,"$3,758,619"
Ben Martin,93.0,65.09,2015,288.1,68.7,29.64,54.04,70.95,"1,217",1.0,5.0,0.127,0.28,-0.016,0.268,-0.1,"$2,717,305"
Davis Love III,51.0,64.94,2015,294.7,67.43,29.67,57.19,71.289,649,1.0,2.0,-0.34700000000000003,-0.377,0.18899999999999997,-0.335,0.11599999999999999,"$1,263,596"
Keegan Bradley,87.0,64.85,2015,306.1,67.53,29.49,58.25,70.45,759,,3.0,-0.07,1.018,0.436,0.389,0.263,"$1,565,079"
Mark Wilson,89.0,64.53,2015,279.2,67.84,29.35,60.37,70.991,497,,3.0,-0.065,0.026000000000000002,-0.299,0.013000000000000001,0.377,"$851,845"
Russell Henley,87.0,64.39,2015,297.1,67.06,29.01,57.43,70.581,986,,4.0,0.579,0.462,0.34299999999999997,-0.26899999999999996,-0.191,"$2,110,774"
Brian Harman,90.0,64.37,2015,287.9,66.67,29.09,59.63,70.64699999999999,704,,3.0,0.23600000000000002,0.413,0.322,-0.17600000000000002,0.03,"$1,548,352"
Derek Ernst,75.0,64.3,2015,295.1,66.51,29.7,57.24,71.453,250,,,-0.516,-0.531,0.6759999999999999,-0.547,-0.14400000000000002,"$320,095"
Chris Stroud,84.0,64.22,2015,283.0,65.67,28.95,59.92,71.194,531,,2.0,-0.17600000000000002,0.002,-0.249,0.132,0.295,"$746,814"
Paul Casey,87.0,64.16,2015,297.8,72.36,29.77,56.13,69.806,"1,389",,7.0,0.013999999999999999,1.216,0.392,0.991,-0.182,"$3,488,311"
David Hearn,97.0,64.16,2015,280.6,67.98,28.93,57.42,70.843,890,,4.0,0.358,0.35600000000000004,-0.21600000000000003,0.243,-0.028999999999999998,"$1,817,043"
George McNeill,93.0,64.1,2015,286.2,66.43,29.01,61.21,70.47800000000001,715,,1.0,0.212,0.563,-0.223,0.645,-0.071,"$1,331,768"
K.J. Choi,66.0,64.09,2015,276.5,63.8,28.71,63.12,71.372,358,,,0.415,0.256,-0.522,0.153,0.21,"$448,864"
Sam Saunders,83.0,64.0,2015,293.2,65.23,29.37,57.79,71.668,413,,1.0,-0.136,-0.496,0.307,-0.294,-0.37200000000000005,"$578,571"
Danny Lee,120.0,63.92,2015,283.1,65.69,28.27,60.86,70.398,"1,561",1.0,7.0,0.374,0.7290000000000001,-0.301,0.718,-0.062,"$3,965,933"
Justin Rose,69.0,63.87,2015,303.5,70.54,29.17,59.14,69.744,"1,742",1.0,7.0,0.023,1.493,0.55,0.6920000000000001,0.228,"$5,462,677"
Kevin Chappell,86.0,63.86,2015,293.5,66.02,28.95,59.32,70.672,602,,2.0,0.168,0.37,0.16,-0.105,0.14800000000000002,"$1,281,552"
Chad Collins,79.0,63.82,2015,278.4,66.1,28.56,66.18,70.681,504,,1.0,0.012,0.214,-0.25,0.24600000000000002,0.205,"$747,899"
Lucas Glover,79.0,63.82,2015,296.9,70.46,30.54,55.0,71.291,375,,,-1.351,-0.18100000000000002,0.591,0.691,-0.111,"$515,241"
Alex Cejka,94.0,63.78,2015,283.3,65.7,28.93,60.39,71.117,739,1.0,1.0,-0.23199999999999998,-0.217,-0.233,0.113,0.135,"$1,227,196"
Billy Horschel,99.0,63.77,2015,295.0,69.33,29.71,57.61,71.05,903,,2.0,0.244,0.446,0.366,0.13699999999999998,-0.301,"$1,735,751"
Blayne Barber,76.0,63.72,2015,288.6,66.44,28.89,59.51,71.127,380,,4.0,0.313,0.015,0.20800000000000002,-0.35200000000000004,-0.154,"$768,383"
Bill Lunde,50.0,63.59,2015,287.7,68.72,30.02,57.53,71.796,117,,,-0.52,-1.244,0.11,-0.5920000000000001,-0.242,"$128,788"
Ian Poulter,68.0,63.58,2015,286.7,65.71,28.81,60.76,70.421,777,,4.0,0.225,0.5539999999999999,-0.054000000000000006,0.235,0.147,"$1,690,587"
Bill Haas,89.0,63.35,2015,290.7,68.8,29.58,61.9,70.672,"1,281",1.0,5.0,-0.22899999999999998,0.46,0.14,0.42200000000000004,0.126,"$3,064,024"
Hudson Swafford,97.0,63.34,2015,298.9,68.54,29.32,55.39,70.732,554,,1.0,0.36,0.33799999999999997,0.273,0.109,-0.40399999999999997,"$959,391"
Boo Weekley,79.0,63.27,2015,292.0,67.72,29.27,59.91,70.775,776,,6.0,-0.24600000000000002,0.425,0.5479999999999999,0.10800000000000001,0.015,"$1,689,914"
Matt Kuchar,97.0,63.23,2015,288.5,66.55,28.39,63.78,70.04,"1,164",,5.0,0.316,1.133,0.136,0.20199999999999999,0.479,"$2,774,170"
Tim Wilkinson,73.0,63.09,2015,279.1,62.44,28.92,58.33,71.944,183,,,-0.278,-0.847,-0.326,-0.523,0.28,"$171,654"
Robert Allenby,63.0,63.06,2015,282.7,66.67,30.03,51.69,72.102,169,,1.0,-0.754,-0.97,-0.262,0.26,-0.213,"$271,887"
Steve Wheatcroft,87.0,63.03,2015,288.3,64.59,28.59,60.68,71.072,536,,2.0,0.345,-0.038,0.14800000000000002,-0.45,-0.08199999999999999,"$973,024"
Jordan Spieth,91.0,62.91,2015,291.8,67.87,27.82,65.03,68.938,"4,169",4.0,14.0,0.5710000000000001,2.154,0.494,0.618,0.47100000000000003,"$12,030,465"
Troy Merritt,91.0,62.83,2015,285.2,63.37,28.59,61.83,71.458,930,1.0,3.0,0.384,-0.195,-0.326,-0.19899999999999998,-0.054000000000000006,"$2,092,669"
Scott Brown,97.0,62.77,2015,288.2,65.18,28.56,60.69,70.797,690,,3.0,-0.031,0.185,0.29600000000000004,0.031,-0.111,"$1,161,750"
Charlie Beljan,76.0,62.61,2015,309.8,65.51,29.97,48.77,72.01,369,,1.0,-0.799,-0.9329999999999999,0.583,-0.293,-0.424,"$782,546"
Kevin Na,98.0,62.51,2015,280.1,64.56,28.35,62.87,70.12100000000001,"1,062",,6.0,0.233,0.9440000000000001,-0.32899999999999996,0.381,0.66,"$2,820,766"
Greg Chalmers,58.0,62.17,2015,281.5,63.79,28.59,57.39,71.363,242,,,0.529,-0.605,-0.32299999999999995,-0.782,-0.027999999999999997,"$291,016"
Johnson Wagner,68.0,62.11,2015,290.7,68.95,29.37,59.47,70.807,551,,3.0,0.203,0.095,-0.013000000000000001,0.106,-0.201,"$1,131,659"
Rickie Fowler,76.0,62.08,2015,296.8,65.81,28.44,61.1,70.23,"1,498",1.0,5.0,0.309,1.088,0.12300000000000001,0.59,0.066,"$5,773,430"
Shawn Stefani,94.0,62.06,2015,296.3,68.79,29.02,56.44,70.421,987,,3.0,0.07400000000000001,0.49700000000000005,0.332,0.28300000000000003,-0.192,"$1,757,803"
Alex Prugh,84.0,62.03,2015,295.2,70.14,30.04,53.02,71.089,433,,2.0,-0.055,-0.004,0.319,-0.085,-0.183,"$636,373"
